sample,real,imag
932,-0.27650020,-0.96101385
933,0.98485333,-0.17338963
934,0.06833708,0.99766231
935,-0.99929732,-0.03748084
936,0.14287898,-0.98974019
937,0.96909779,0.24667685
938,-0.34771192,0.93760145
939,-0.89560384,-0.44485259
940,0.53701085,-0.84357536
941,0.78209871,0.62315452
942,-0.70231879,0.71186256
943,-0.63365340,-0.77361703
944,0.83625072,-0.54834729
945,0.45689964,0.88951826
946,-0.93282312,0.36033466
947,-0.25973389,-0.96568024
948,0.98772162,-0.15622406
949,0.05096450,0.99870044
950,-0.99849373,-0.05486586
951,0.16008171,-0.98710376
952,0.96465814,0.26350462
953,-0.36397627,0.93140823
954,-0.88772643,-0.46037135
955,0.55161023,-0.83410203
956,0.77113557,0.63667101
957,-0.71460098,0.69953233
958,-0.62009424,-0.78452736
959,0.84566694,-0.53371102
960,0.44135019,0.89733493
961,-0.93895274,0.34404618
962,-0.24288882,-0.97005415
963,0.99029082,-0.13901109
964,0.03357641,0.99943614
965,-0.99738771,-0.07223433
966,0.17723604,-0.98416835
967,0.95992625,0.28025270
968,-0.38013047,0.92493290
969,-0.87958014,-0.47575074
970,0.56604254,-0.82437599
971,0.75993878,0.64999467
972,-0.72666675,0.68699014
973,-0.60634714,-0.79520005
974,0.85482705,-0.51891303
975,0.42566699,0.90487987
976,-0.94479799,0.32765344
977,-0.22597013,-0.97413421
978,0.99256009,-0.12175594
979,0.01617807,0.99986911
980,-0.99597955,-0.08958101
981,0.19433676,-0.98093486
982,0.95490360,0.29691592
983,-0.39616957,0.91817737
984,-0.87116742,-0.49098611
985,0.58030355,-0.81440026
986,0.74851179,0.66312152
987,-0.73851246,0.67423987
988,-0.59241635,-0.80563194
989,0.86372828,-0.50395775
990,0.40985477,0.91215080
991,-0.95035708,0.31116137
992,-0.20898291,-0.97791928
993,0.99452871,-0.10446384
994,-0.00122525,0.99999923
995,-0.99426973,-0.10690062
996,0.21137868,-0.97740424
997,0.94959176,0.31348929
998,-0.41208878,0.91114372
999,-0.86249077,-0.50607282
1000,0.59438878,-0.80417782
1001,0.73685801,0.67604756
1002,-0.75013453,0.66128528
1003,-0.57830608,-0.81581986
1004,0.87236798,-0.48884982
1005,0.39391837,0.91914541
1006,-0.95562840,0.29457498
1007,-0.19193234,-0.98140818
1008,0.99619609,-0.08714002
1009,-0.01862827,0.99982649
1010,-0.99225873,-0.12418792
1011,0.22835666,-0.97357756
1012,0.94399220,0.32996777
1013,-0.42788321,0.90383404
1014,-0.85355282,-0.52100635
1015,0.60829407,-0.79371172
1016,0.72498095,0.68876892
1017,-0.76152945,0.64813036
1018,-0.56402057,-0.82576072
1019,0.88074344,-0.47359371
1020,0.37786257,0.92586172
1021,-0.96061021,0.27789930
1022,-0.17482354,-0.98459977
1023,0.99756175,-0.06978974
1024,-0.03602573,0.99935085
1025,-0.98994714,-0.14143769
1026,0.24526554,-0.96945596
1027,0.93810672,0.34634641
1028,-0.44354811,0.89625055
1029,-0.84435630,-0.53578204
1030,0.62201518,-0.78300518
1031,0.71288431,0.70128167
1032,-0.77269369,0.63477904
1033,-0.54956418,-0.83545154
1034,0.88885218,-0.45819411
1035,0.36169225,0.93229753
1036,-0.96530110,0.26113939
1037,-0.15766172,-0.98749316
1038,0.99862522,-0.05241824
1039,-0.05341234,0.99857253
1040,-0.98733574,-0.15864469
1041,0.26210022,-0.96504068
1042,0.93193704,0.36262017
1043,-0.45907876,0.88839555
1044,-0.83490402,-0.55039561
1045,0.63554794,-0.77206141
1046,0.70057166,0.71358210
1047,-0.78362399,0.62123537
1048,-0.53494120,-0.84488928
1049,0.89669168,-0.44265565
1050,0.34541228,0.93845105
1051,-0.96969962,0.24430028
1052,-0.14045207,-0.99008745
1053,0.99938625,-0.03503078
1054,-0.07078286,0.99749178
1055,-0.98442525,-0.17580372
1056,0.27885556,-0.96033305
1057,0.92548501,0.37878418
1058,-0.47447038,0.88027149
1059,-0.82519877,-0.56484246
1060,0.64888823,-0.76088375
1061,0.68804669,0.72566640
1062,-0.79431701,0.60750347
1063,-0.52015620,-0.85407114
1064,0.90425962,-0.42698303
1065,0.32902765,0.94432026
1066,-0.97380447,0.22738710
1067,-0.12319980,-0.99238187
1068,0.99984455,-0.01763264
1069,-0.08813201,0.99610883
1070,-0.98121655,-0.19290957
1071,0.29552650,-0.95533454
1072,0.91875267,0.39483353
1073,-0.48971838,0.87188071
1074,-0.81524354,-0.57911831
1075,0.66203207,-0.74947554
1076,0.67531335,0.73753095
1077,-0.80476940,0.59358758
1078,-0.50521350,-0.86299437
1079,0.91155368,-0.41118103
1080,0.31254327,0.94990355
1081,-0.97761428,0.21040498
1082,-0.10591013,-0.99437571
1083,1.00000000,-0.00022908
1084,-0.10545453,0.99442410
1085,-0.97771060,-0.20995705
1086,0.31210801,-0.95004660
1087,0.91174197,0.41076335
1088,-0.50481808,0.86322576
1089,-0.80504131,-0.59321880
1090,0.67497540,-0.73784024
1091,0.66237533,0.74917215
1092,-0.81497812,0.57949173
1093,-0.49011776,-0.87165624
1094,0.91857171,-0.39525437
1095,0.29596412,0.95519906
1096,-0.98112804,0.19335905
1097,-0.08858831,-0.99606830
1098,0.99985248,0.01717462
1099,-0.12274520,0.99243820
1100,-0.97390848,-0.22694102
1101,0.32859507,-0.94447088
1102,0.90445513,0.42656881
1103,-0.51976496,0.85430932
1104,-0.79459518,-0.60713965
1105,0.68771428,-0.72598141
1106,0.64923662,0.76058650
1107,-0.82493997,0.56522030
1108,-0.47487345,-0.88005412
1109,0.92531145,-0.37920797
1110,0.27929530,0.96020526
1111,-0.98434466,0.17625447
1112,-0.07123958,-0.99745923
1113,0.99940217,0.03457320
1114,-0.13999875,0.99015170
1115,-0.96981138,-0.24385631
1116,0.34498265,-0.93860906
1117,0.89689422,0.44224513
1118,-0.53455442,0.84513408
1119,-0.78390831,-0.62087661
1120,0.70024496,-0.71390265
1121,0.63590121,0.77177048
1122,-0.83465201,0.55077761
1123,-0.45948526,-0.88818538
1124,0.93177098,-0.36304659
1125,0.26254174,0.96492064
1126,-0.98726302,0.15909642
1127,-0.05386919,-0.99854797
1128,0.99864912,0.05196138
1129,-0.15720998,0.98756522
1130,-0.96542042,-0.26069781
1131,0.36126578,-0.93246287
1132,0.88906163,0.45778754
1133,-0.54918206,0.83570278
1134,-0.77298391,-0.63442564
1135,0.71256357,-0.70160758
1136,0.62237310,0.78272069
1137,-0.84411126,0.53616804
1138,-0.44395781,-0.89604771
1139,0.93794829,-0.34677517
1140,0.24570863,0.96934372
1141,-0.98988241,0.14189011
1142,-0.03648241,-0.99933428
1143,0.99759352,0.06933390
1144,-0.17437366,0.98467958
1145,-0.96073705,-0.27746040
1146,0.37743956,-0.92603421
1147,0.88095969,0.47319138
1148,-0.56364334,0.82601827
1149,-0.76182532,-0.64778250
1150,0.72466636,-0.68909991
1151,0.60865647,0.79343390
1152,-0.85331488,0.52139598
1153,-0.42829579,-0.90363860
1154,0.94384146,-0.33039865
1155,0.22880100,0.97347319
1156,-0.99220192,0.12464075
1157,-0.01908451,-0.99981785
1158,0.99623573,0.08668548
1159,-0.19148459,0.98149562
1160,-0.95576262,-0.29413903
1161,0.39349911,-0.91932499
1162,0.87259084,0.48845190
1163,-0.57793403,0.81608349
1164,-0.75043595,-0.66094315
1165,0.73654968,-0.67638344
1166,0.59475529,0.80390680
1167,-0.86225998,0.50646591
1168,-0.41250396,-0.91095579
1169,0.94944876,-0.31392196
1170,0.21182398,0.97730786
1171,-0.99422091,0.10735355
1172,-0.00168074,-0.99999857
1173,0.99457616,0.10401089
1174,-0.20853758,0.97801435
1175,-0.95049864,-0.31072864
1176,0.40943947,-0.91233730
1177,0.86395758,0.50356454
1178,-0.59204966,0.80590147
1179,-0.73881918,-0.67390370
1180,0.74820995,-0.66346198
1181,0.58067399,0.81413621
1182,-0.87094396,0.49138233
1183,-0.39658713,-0.91799706
1184,0.95476854,-0.29735011
1185,0.19478272,0.98084641
1186,-0.99593872,0.09003375
1187,0.01572361,-0.99987638
1188,0.99261528,0.12130486
1189,-0.22552748,0.97423679
1190,-0.94494677,-0.32722417
1191,0.42525592,-0.90507317
1192,0.85506260,0.51852471
1193,-0.60598600,0.79547530
1194,-0.72697854,-0.68666017
1195,0.75964367,-0.65033954
1196,0.56641668,0.82411903
1197,-0.87936419,0.47614983
1198,-0.38055009,-0.92476034
1199,0.95979905,-0.28068811
1200,0.17768238,0.98408788
1201,-0.99735481,0.07268661
1202,0.03312327,-0.99945128
1203,0.99035376,0.13856216
1204,-0.24244913,0.97016412
1205,-0.93910855,-0.34362066
1206,0.44094360,-0.89753485
1207,0.84590858,0.53332788
1208,-0.61973888,0.78480810
1209,-0.71491766,-0.69920868
1210,0.77084726,-0.63702005
1211,0.55198771,0.83385223
1212,-0.88751799,0.46077305
1213,-0.36439767,-0.93124342
1214,0.96453881,-0.26394099
1215,0.16052815,0.98703128
1216,-0.99846882,0.05531738
1217,0.05051297,-0.99872339
1218,0.98779213,0.15577756
1219,-0.25929743,0.96579754
1220,-0.93298584,-0.35991314
1221,0.45649776,-0.88972455
1222,0.83649826,0.54796958
1223,-0.63330400,0.77390313
1224,-0.70264012,-0.71154541
1225,0.78181738,-0.62350750
1226,0.53739148,0.84333295
1227,-0.89540303,0.44525662
1228,-0.34813482,-0.93744445
1229,0.96898645,-0.24711387
1230,0.14332522,0.98967564
1231,-0.99928033,0.03793130
1232,0.06788745,-0.99769300
1233,0.98493135,0.17294584
1234,-0.27606723,0.96113831
1235,-0.92658043,-0.37609664
1236,0.47191370,-0.88164473
1237,0.82683450,0.56244528
1238,-0.64667737,0.76276362
1239,-0.69014966,-0.72366667
1240,0.79255074,-0.60980600
1241,0.52263236,0.85255814
1242,-0.90301681,0.42960522
1243,-0.33176643,-0.94336158
1244,0.97314054,-0.23021181
1245,0.12607878,0.99202025
1246,-0.99978918,0.02053367
1247,0.08524144,-0.99636030
1248,0.98177212,0.19006182
1249,-0.29275349,0.95618796
1250,-0.91989434,-0.39216629
1251,0.48718676,-0.87329781
1252,0.81692022,0.57675070
1253,-0.65985495,0.75139302
1254,-0.67745012,-0.73556870
1255,0.80304402,-0.59591967
1256,0.50771487,0.86152518
1257,-0.91035706,0.41382360
1258,-0.31529745,-0.94899291
1259,0.97699988,-0.21323992
1260,0.10879409,0.99406433
1261,-0.99999511,0.00312973
1262,0.10256967,-0.99472582
1263,0.97831547,0.20712028
1264,-0.30935112,0.95094788
1265,-0.91292953,-0.40811720
1266,0.50231230,-0.86468625
1267,0.80675840,0.59088141
1268,-0.67283261,0.73979473
1269,-0.66454530,-0.74724799
1270,0.81329411,-0.58185279
1271,0.49264354,0.87023121
1272,-0.91742158,0.39791659
1273,-0.29873291,-0.95433676
1274,0.98056322,-0.19620338
1275,0.09147635,0.99580723
1276,-0.99989808,-0.01427522
1277,0.11986692,-0.99278998
1278,0.97456247,0.22411609
1279,-0.32585511,0.94541973
1280,-0.90568817,-0.42394453
1281,0.51728570,-0.85581279
1282,0.79635215,0.60483325
1283,-0.68560654,0.72797233
1284,-0.65143907,-0.75870097
1285,0.82329786,-0.56760961
1286,0.47742286,0.87867367
1287,-0.92420822,0.38188893
1288,-0.28207779,-0.95939153
1289,0.98382956,-0.17910732
1290,0.07413083,0.99724853
1291,-0.99949819,-0.03167593
1292,0.13712792,-0.99055332
1293,0.97051418,0.24104406
1294,-0.34226048,0.93960512
1295,-0.89817238,-0.43964353
1296,0.53210253,-0.84667993
1297,0.78570461,0.61860186
1298,-0.69817281,0.71592927
1299,-0.63813543,-0.76992410
1300,0.83305222,-0.55319440
1301,0.46205750,0.88684994
1302,-0.93071491,0.36574551
1303,-0.26533711,-0.96415567
1304,0.98679781,-0.16195692
1305,0.05676277,0.99838769
1306,-0.99879551,-0.04906712
1307,0.15434745,-0.98801661
1308,0.96617186,0.25789908
1309,-0.35856220,0.93350583
1310,-0.89038444,-0.45520937
1311,0.54675817,-0.83729059
1312,0.77481896,0.63218313
1313,-0.71052766,0.70366931
1314,-0.62463844,-0.78091413
1315,0.84255421,-0.53861153
1316,0.44655210,0.89475763
1317,-0.93693966,0.34949124
1318,-0.24851601,-0.96862781
1319,0.98946720,-0.14475738
1320,0.03937745,0.99922442
1321,-0.99779022,-0.06644352
1322,0.17152031,-0.98518056
1323,0.96153682,0.27467605
1324,-0.37475538,0.92712373
1325,-0.88232672,-0.47063741
1326,0.56124824,-0.82764751
1327,0.76369858,0.64557296
1328,-0.72266728,0.69119608
1329,-0.61095214,-0.79166752
1330,0.85180104,-0.52386540
1331,0.43091133,0.90239429
1332,-0.94288057,0.33313099
1333,-0.23161954,-0.97280645
1334,0.99183679,-0.12751392
1335,0.02198012,0.99975842
1336,-0.99648261,-0.08379986
1337,0.18864128,-0.98204607
1338,0.95661050,0.29136989
1339,-0.39083511,0.92046070
1340,-0.87400168,-0.48592290
1341,0.57556832,-0.81775367
1342,0.75234675,0.65876728
1343,-0.73458797,0.67851347
1344,-0.59708071,-0.80218118
1345,0.86078984,-0.50896055
1346,0.41513997,0.90975755
1347,-0.94853586,0.31666976
1348,-0.21465282,-0.97669041
1349,0.99390590,-0.11023174
1350,0.00457605,0.99998951
1351,-0.99487311,-0.10113090
1352,0.20570517,-0.97861403
1353,0.95139426,0.30797550
1354,-0.40679649,0.91351879
1355,-0.86541182,-0.50106126
1356,0.58971411,-0.80761206
1357,0.74076694,0.67176211
1358,-0.74628621,0.66562515
1359,-0.58302826,-0.81245184
1360,0.86951792,-0.49390140
1361,0.39924276,0.91684526
1362,-0.95390379,0.30011252
1363,-0.19762100,-0.98027849
1364,0.99567395,-0.09291610
1365,-0.01282948,0.99991769
1366,-0.99296224,-0.11843137
1367,0.22270681,-0.97488546
1368,0.94588983,0.32448789
1369,-0.42263469,0.90630013
1370,-0.85655969,-0.51604789
1371,0.60368133,-0.79722571
1372,0.72896272,0.68455344
1373,-0.75775844,0.65253520
1374,-0.56879920,-0.82247645
1375,0.87798262,-0.47869256
1376,0.38322452,0.92365521
1377,-0.95898277,0.28346431
1378,-0.18052924,-0.98356962
1379,0.99714035,-0.07557223
1380,-0.03023120,0.99954295
1381,-0.99075049,-0.13569604
1382,0.23964106,-0.97086155
1383,0.94009882,0.34090206
1384,-0.43834493,0.89880681
1385,-0.84744811,-0.53087825
1386,0.61746567,-0.78659785
1387,0.71693754,0.69713742
1388,-0.76900113,0.63924748
1389,-0.55439770,-0.83225185
1390,0.88618129,-0.46333864
1391,0.36709011,0.93018538
1392,-0.96377128,0.26673013
1393,-0.16338271,-0.98656279
1394,0.99830461,-0.05820539
1395,-0.04762383,0.99886537
1396,-0.98823863,-0.15291966
1397,0.25650278,-0.96654350
1398,0.93402296,0.35721302
1399,-0.45392242,0.89104122
1400,-0.83807969,-0.54554784
1401,0.63106304,-0.77573156
1402,0.70469511,0.70951027
1403,-0.78001082,0.62576598
1404,-0.53982818,-0.84177524
1405,0.89411157,-0.44784427
1406,0.35084441,0.93643379
1407,-0.96826774,0.24991505
1408,-0.14618661,-0.98925704
1409,0.99916649,-0.04082084
1410,-0.06500211,0.99788511
1411,-0.98542732,-0.17009704
1412,0.27328685,-0.96193260
1413,0.92766404,0.37341583
1414,-0.46936247,0.88300556
1415,-0.82845730,-0.56005222
1416,0.64446926,-0.76463020
1417,0.69223917,0.72166818
1418,-0.79078430,0.61209488
1419,-0.52509511,-0.85104358
1420,0.90177101,-0.43221414
1421,0.33449236,0.94239849
1422,-0.97247094,0.23302419
1423,-0.12894613,-0.99165159
1424,0.99972564,-0.02342385
1425,-0.08236077,0.99660259
1426,-0.98231745,-0.18722296
1427,0.28998822,-0.95703024
1428,0.92102414,0.38950557
1429,-0.48466039,0.87470239
1430,-0.81858391,-0.57438695
1431,0.65768027,-0.75329715
1432,0.67957336,0.73360753
1433,-0.80131829,0.59823829
1434,-0.51020283,-0.86005414
1435,0.90915722,-0.41645303
1436,0.31803888,0.94807768
1437,-0.97637951,0.21606266
1438,-0.11166652,-0.99374574
1439,0.99998188,-0.00601969
1440,-0.09969456,0.99501806
1441,-0.97890997,-0.20429222
1442,0.30660179,-0.95183790
1443,0.91410512,0.40547734
1444,-0.49981153,0.86613417
1445,-0.80846244,-0.58854771
1446,0.67069215,-0.74173588
1447,0.66670167,0.74532467
1448,-0.81160945,0.58420038
1449,-0.49515590,-0.86880416
1450,0.91626805,-0.40056565
1451,0.30148900,0.95346963
1452,-0.97999227,0.19903561
1453,-0.09435300,-0.99553883
1454,0.99993515,0.01138637
1455,-0.11699822,0.99313211
1456,-0.97520584,-0.22129966
1457,0.32312253,-0.94635713
1458,0.90690911,0.42132637
1459,-0.51481128,0.85730350
1460,-0.79809606,-0.60253024
1461,0.68350083,-0.72994977
1462,0.65362793,0.75681603
1463,-0.82165486,0.56998539
1464,-0.47995892,-0.87729096
1465,0.92310131,-0.38455683
1466,0.28484768,0.95857280
1467,-0.98330814,0.18194817
1468,-0.07701082,-0.99703026
1469,0.99958551,0.02878906
1470,-0.13426651,0.99094528
1471,-0.97120631,-0.23824014
1472,0.33954546,-0.94058967
1473,0.89943826,0.43704781
1474,-0.52965516,0.84821308
1475,-0.78748775,-0.61633033
1476,0.69610244,-0.71794248
1477,0.64035606,0.76807815
1478,-0.83145130,0.55559766
1479,-0.46461645,-0.88551205
1480,0.92965490,-0.36843145
1481,0.26811999,0.96338552
1482,-0.98632610,0.16480553
1483,-0.05964523,-0.99821961
1484,0.99893302,0.04618311
1485,-0.15149419,0.98845816
1486,-0.96691245,-0.25510851
1487,0.35586557,-0.93453717
1488,0.89169490,0.45263690
1489,-0.54433864,0.83886558
1490,-0.77664083,-0.62994367
1491,0.70849329,-0.70571756
1492,0.62689018,0.77910763
1493,-0.84099591,0.54104149
1494,-0.44913313,-0.89346486
1495,0.93592685,-0.35219437
1496,0.25131097,0.96790642
1497,-0.98904520,0.14761288
1498,-0.04226149,-0.99910659
1499,0.99797779,0.06356324
1500,-0.16867603,0.98567152
1501,-0.96232563,-0.27189964
1502,0.37207794,-0.92820150
1503,0.88368136,0.46808892
1504,-0.55885720,0.82926387
1505,-0.76555854,-0.64336622
1506,0.72066945,-0.69327879
1507,0.61323428,0.78990108
1508,-0.85028571,0.52632141
1509,-0.43351367,-0.90114701
1510,0.94191527,-0.33585051
1511,0.23442577,0.97213399
1512,-0.99146467,0.13037543
1513,-0.02486488,-0.99969083
1514,0.99672025,0.08092418
1515,-0.18580687,0.98258626
1516,-0.95744717,-0.28860849
1517,0.38817766,-0.92158455
1518,0.87540007,0.48339918
1519,-0.57320654,0.81941092
1520,-0.75424427,-0.65659392
1521,0.73262739,-0.68062997
1522,0.59939247,0.80045527
1523,-0.85931796,0.51144177
1524,-0.41776279,-0.90855616
1525,0.94761837,-0.31940481
1526,0.21746945,0.97606713
1527,-0.99358380,0.11309841
1528,-0.00746065,-0.99997216
1529,0.99516070,0.09826068
1530,-0.20288147,0.97920328
1531,-0.95227867,-0.30522996
1532,0.40415981,-0.91468841
1533,0.86685342,0.49856305
1534,-0.58738226,0.80930960
1535,-0.74270141,-0.66962278
1536,0.74436337,-0.66777480
1537,0.58536905,0.81076694
1538,-0.86808985,0.49640709
1539,-0.40188527,-0.91569000
1540,0.95303434,-0.30286229
1541,0.20044719,0.97970450
1542,-0.99540186,0.09578705
1543,0.00994591,-0.99995053
1544,0.99329960,0.11556748
1545,-0.21989468,0.97552359
1546,-0.94682157,-0.32175902
1547,0.42001960,-0.90751505
1548,0.85804415,0.51357591
1549,-0.60138011,0.79896307
1550,-0.73093349,-0.68244874
1551,0.75587386,-0.65471733
1552,0.57116818,0.82083303
1553,-0.87659878,0.48122194
1554,-0.38588589,-0.92254651
1555,0.95816159,-0.28622791
1556,0.18336409,0.98304504
1557,-0.99691832,0.07844659
1558,0.02734954,-0.99962592
1559,0.99113756,0.13283934
1560,-0.23684132,0.97154832
1561,-0.94107759,-0.33819064
1562,0.43575218,-0.90006667
1563,0.84897488,0.52843326
1564,-0.61519575,0.78837436
1565,-0.71894401,-0.69506800
1566,0.76715535,-0.64146137
1567,0.55679423,0.83065045
1568,-0.88484216,0.46589091
1569,-0.36976954,-0.92912352
1570,0.96299851,-0.26950672
1571,0.16622537,0.98608780
1572,-0.99813271,0.06108228
1573,0.04474495,-0.99899846
1574,0.98867524,0.15007102
1575,-0.25371629,0.96727866
1576,-0.93504846,-0.35451990
1577,0.45135280,-0.89234561
1578,0.83964831,0.54313052
1579,-0.62882507,0.77754682
1580,-0.70673668,-0.70747668
1581,0.77820450,-0.62801099
1582,0.54225147,0.84021622
1583,-0.89281744,0.45041865
1584,-0.35354111,-0.93541896
1585,0.96754366,-0.25270382
1586,0.14903621,0.98883176
1587,-0.99904472,0.04369939
1588,0.06212688,-0.99806827
1589,0.98591328,0.16725732
1590,-0.27051446,0.96271592
1591,-0.92873597,-0.37074178
1592,0.46681675,-0.88435405
1593,0.83006728,0.55766332
1594,-0.64226395,0.76648355
1595,-0.69431514,-0.71967113
1596,0.78901786,-0.61437029
1597,0.52754438,0.84952748
1598,-0.90052229,0.43480986
1599,-0.33720544,-0.94143111
1600,0.97179574,-0.23582427
1601,0.13180183,0.99127609
1602,-0.99965400,0.02630318
1603,0.07949007,-0.99683565
1604,0.98285258,0.18439300
1605,-0.28723073,0.95786142
1606,-0.92214209,-0.38685140
1607,0.48213932,-0.87609458
1608,0.82023466,0.57202715
1609,-0.65550822,0.75518805
1610,-0.68168318,-0.73164749
1611,0.79959220,-0.60054332
1612,0.51267731,0.85858136
1613,-0.90795428,0.41906926
1614,-0.32076755,-0.94715792
1615,0.97575331,-0.21887320
1616,0.11452743,0.99342006
1617,-0.99996042,0.00889893
1618,0.09682924,-0.99530101
1619,0.97949409,0.20147291
1620,-0.30386004,0.95271671
1621,-0.91526872,-0.40284389
1622,0.49731582,-0.86756957
1623,0.81015354,0.58621776
1624,-0.66855395,0.74366361
1625,-0.66884458,-0.74340224
1626,0.80992430,-0.58653438
1627,0.49765491,0.86737514
1628,-0.91511118,0.40320161
1629,-0.30423239,-0.95259786
1630,0.97941524,-0.20185573
1631,0.09721825,0.99526310
1632,-0.99996382,-0.00850810
1633,0.11413915,-0.99346477
1634,0.97583878,0.21849182
1635,-0.32039735,0.94728327
1636,-0.90811801,-0.41871437
1637,0.51234174,-0.85878164
1638,0.79982686,0.60023081
1639,-0.68139720,0.73191386
1640,-0.65580332,-0.75493181
1641,0.82001108,-0.57234764
1642,0.48248163,0.87590611
1643,-0.92199081,0.38721171
1644,-0.28760499,-0.95774913
1645,0.98278046,-0.18477702
1646,0.07987953,0.99680454
1647,-0.99966419,-0.02591262
1648,0.13141455,-0.99132752
1649,0.97188777,0.23544461
1650,-0.33683765,0.94156271
1651,-0.90069205,-0.43445808
1652,0.52721250,-0.84973347
1653,0.78925776,0.61406201
1654,-0.69403398,0.71994221
1655,-0.64256322,-0.76623267
1656,0.82984942,-0.55798739
1657,0.46716207,0.88417172
1658,-0.92859113,0.37110442
1659,-0.27089036,-0.96261019
1660,0.98584789,-0.16764225
1661,0.06251654,0.99804395
1662,-0.99906170,-0.04330936
1663,0.14865020,-0.98888981
1664,0.96764225,0.25232613
1665,-0.35317597,0.93555689
1666,-0.89299321,-0.45007017
1667,0.54192352,-0.84042782
1668,0.77844948,0.62770724
1669,-0.70646054,0.70775241
1670,-0.62912840,-0.77730137
1671,0.83943635,-0.54345804
1672,0.45170090,0.89216942
1673,-0.93491012,0.35488459
1674,-0.25409356,-0.96717966
1675,0.98861659,-0.15045661
1676,0.04513453,0.99898094
1677,-0.99815649,-0.06069306
1678,0.16584088,-0.98615253
1679,0.96310353,0.26913127
1680,-0.36940733,0.92926759
1681,-0.88502371,-0.46554598
1682,0.55647045,-0.83086741
1683,0.76740527,0.64116234
1684,-0.71867311,0.69534808
1685,-0.61550289,-0.78813463
1686,0.84876895,-0.52876395
1687,0.43610278,0.89989686
1688,-0.94094580,0.33855718
1689,-0.23721969,-0.97145605
1690,0.99108577,-0.13322531
1691,0.02773877,0.99961519
1692,-0.99694878,-0.07805844
1693,0.18298140,-0.98311639
1694,0.95827293,0.28585494
1695,-0.38552684,0.92269665
1696,-0.87678599,-0.48088077
1697,0.57084876,-0.82105523
1698,0.75612849,0.65442318
1699,-0.73066795,0.68273300
1700,-0.60169083,-0.79872912
1701,0.85784435,-0.51390958
1702,0.42037246,0.90735161
1703,-0.94669640,0.32212710
1704,-0.22027388,-0.97543806
1705,0.99325466,-0.11595355
1706,0.01033452,0.99994659
1707,-0.99543899,-0.09540025
1708,0.20006654,-0.97978234
1709,0.95315194,0.30249202
1710,-0.40152958,0.91584605
1711,-0.86828256,-0.49606991
1712,0.58505422,-0.81099421
1713,0.74462253,0.66748577
1714,-0.74244142,0.66991097
1715,-0.58769631,-0.80908161
1716,0.86665994,-0.49889940
1717,0.40451467,0.91453153
1718,-0.95216018,0.30559933
1719,-0.20326124,-0.97912455
1720,0.99512255,-0.09864659
1721,-0.00707293,0.99997497
1722,-0.99362755,-0.11271323
1723,0.21709111,-0.97615135
1724,0.94774204,0.31903756
1725,-0.41741073,0.90871793
1726,-0.85951602,-0.51110882
1727,0.59908241,-0.80068737
1728,0.73289090,0.68034619
1729,-0.75398999,0.65688592
1730,-0.57352370,-0.81918895
1731,0.87521285,-0.48373798
1732,0.38853425,0.92143428
1733,-0.95733547,0.28897890
1734,-0.18618694,-0.98251432
1735,0.99668890,-0.08130966
1736,-0.02447831,0.99970037
1737,-0.99151504,-0.12999213
1738,0.23404999,-0.97222453
1739,0.94204503,0.33548647
1740,-0.43316546,0.90131444
1741,-0.85048896,-0.52599293
1742,0.61292917,-0.79013789
1743,0.72093713,0.69300050
1744,-0.76531011,0.64366174
1745,-0.55917728,-0.82904810
1746,0.88350070,-0.46842989
1747,0.37243605,0.92805785
1748,-0.96222067,0.27227083
1749,-0.16905615,-0.98560643
1750,0.99795324,-0.06394801
1751,-0.04187635,0.99912280
1752,-0.98910201,-0.14723170
1753,0.25093803,-0.96800315
1754,0.93606246,0.35183379
1755,-0.44878900,0.89363778
1756,-0.84120417,-0.54071766
1757,0.62659019,-0.77934891
1758,0.70876485,0.70544481
1759,-0.77639836,0.63024247
1760,-0.54466128,-0.83865613
1761,0.89152080,-0.45297980
1762,0.35622489,0.93440026
1763,-0.96681428,0.25548017
1764,-0.15187405,-0.98839986
1765,0.99891520,-0.04656691
1766,-0.05926178,0.99824250
1767,-0.98638928,-0.16442673
1768,0.26775008,-0.96348840
1769,0.92979628,0.36807460
1770,-0.46427661,0.88569027
1771,-0.83166438,-0.55527866
1772,0.64006144,-0.76832372
1773,0.69637769,0.71767551
1774,-0.78725141,0.61663216
1775,-0.52998018,-0.84801000
1776,0.89927077,-0.43739238
1777,0.33990571,0.94045949
1778,-0.97111499,0.23861204
1779,-0.13464586,-0.99089378
1780,0.99957442,-0.02917163
1781,-0.07662933,0.99705964
1782,-0.98337764,-0.18157202
1783,0.28448108,-0.95868164
1784,0.92324829,0.38420391
1785,-0.47962359,0.87747437
1786,-0.82187253,-0.56967139
1787,0.65333879,-0.75706565
1788,0.68377948,0.72968870
1789,-0.79786593,0.60283488
1790,-0.51513845,-0.85710698
1791,0.90674829,-0.42167237
1792,0.32348347,0.94623381
1793,-0.97512138,0.22167151
1794,-0.11737679,-0.99308747
1795,0.99993074,-0.01176743
1796,-0.09397373,0.99557465
1797,-0.98006797,-0.19866236
1798,0.30112594,-0.95358437
1799,0.91642046,0.40021688
1800,-0.49482530,0.86899245
1801,-0.81183165,-0.58389157
1802,0.66641819,-0.74557811
1803,0.67097402,0.74148083
1804,-0.80823874,0.58885491
1805,-0.50014055,-0.86594427
1806,0.91395104,-0.40582448
1807,0.30696312,0.95172143
1808,-0.97883236,0.20466374
1809,-0.10007208,-0.99498022
