sample,real,imag
1810,0.99998409,0.00564041
1811,-0.11128972,0.99378800
1812,-0.97646135,-0.21569258
1813,0.31767964,-0.94819808
1814,0.90931493,0.41610861
1815,-0.50987715,0.86024725
1816,-0.80154467,-0.59793490
1817,0.67929572,-0.73386461
1818,0.65796518,0.75304836
1819,-0.81836665,0.57469642
1820,-0.48499098,-0.87451917
1821,0.92087686,-0.38985357
1822,0.29034969,0.95692062
1823,-0.98224670,0.18759386
1824,-0.08273696,-0.99657142
1825,0.99973440,0.02304662
1826,-0.12857208,0.99170017
1827,-0.97255874,-0.23265749
1828,0.33413711,-0.94252449
1829,0.90193379,0.43187433
1830,-0.52477449,0.85124129
1831,-0.79101473,-0.61179709
1832,0.69196749,-0.72192866
1833,0.64475691,0.76438767
1834,-0.82824665,0.56036377
1835,-0.46969441,-0.88282907
1836,0.92752367,-0.37376443
1837,0.27364820,0.96182984
1838,-0.98536336,0.17046708
1839,-0.06537670,-0.99786067
1840,0.99918175,0.04044592
1841,-0.14581554,0.98931181
1842,-0.96836138,-0.24955198
1843,0.35049340,-0.93656522
1844,0.89427930,0.44750926
1845,-0.53951293,0.84197730
1846,-0.78024507,-0.62547398
1847,0.70442957,-0.70977390
1848,0.63135314,0.77549547
1849,-0.83787566,0.54586118
1850,-0.45425543,-0.89087147
1851,0.93388945,-0.35756195
1852,0.25686371,0.96644765
1853,-0.98818147,0.15328856
1854,-0.04799654,-0.99884748
1855,0.99832624,0.05783304
1856,-0.16301487,0.98662359
1857,-0.96387058,-0.26637092
1858,0.36674356,-0.93032205
1859,0.88635379,0.46300864
1860,-0.55408794,0.83245814
1861,-0.76923889,-0.63896132
1862,0.71667826,-0.69740397
1863,0.61775804,0.78636825
1864,-0.84725076,0.53119308
1865,-0.43867871,-0.89864397
1866,0.93997222,-0.34125105
1867,0.24000131,0.97077256
1868,-0.99070013,0.13606350
1869,-0.03060177,-0.99953163
1870,0.99716824,0.07520270
1871,-0.18016490,0.98363644
1872,-0.95908767,-0.28310922
1873,0.38288265,-0.92379701
1874,0.87815958,0.47836775
1875,-0.56849504,0.82268667
1876,-0.75799954,-0.65225512
1877,0.72870976,-0.68482268
1878,0.60397565,0.79700279
1879,-0.85636920,0.51636398
1880,-0.42296898,-0.90614414
1881,0.94577014,-0.32483664
1882,0.22306609,0.97480333
1883,-0.99291855,0.11879715
1884,-0.01319765,-0.99991292
1885,0.99570805,0.09254966
1886,-0.19726039,0.98035115
1887,-0.95401406,-0.29976177
1888,0.39890578,-0.91699189
1889,0.86969930,0.49358198
1890,-0.58272994,0.81266588
1891,-0.74653041,-0.66535127
1892,0.74052054,-0.67203373
1893,0.59001017,0.80739582
1894,-0.86522818,0.50137836
1895,-0.40713102,-0.91336977
1896,0.95128149,-0.30832374
1897,0.20606320,0.97853869
1898,-0.99483609,0.10149471
1899,0.00421055,-0.99999112
1900,0.99394614,0.10986864
1901,-0.21429619,0.97676873
1902,-0.94865137,-0.31632358
1903,0.41480809,-0.90990895
1904,0.86097533,0.50864667
1905,-0.59678835,0.80239868
1906,-0.73483503,-0.67824584
1907,0.75210690,-0.65904111
1908,0.57586581,0.81754422
1909,-0.87382489,0.48624068
1910,-0.39116961,-0.92031860
1911,0.95650458,-0.29171735
1912,0.18899779,0.98197752
1913,-0.99645215,0.08416144
1914,0.02161754,-0.99976629
1915,0.99188292,0.12715439
1916,-0.23126711,0.97289032
1917,-0.94300109,-0.33278957
1918,0.43058476,-0.90255016
1919,0.85199046,0.52355731
1920,-0.61066592,0.79188836
1921,-0.72291690,-0.69093496
1922,0.76346540,-0.64584869
1923,0.56154686,0.82744491
1924,-0.88215691,0.47095561
1925,-0.37508956,-0.92698860
1926,0.96143782,-0.27502245
1927,0.17187503,0.98511875
1928,-0.99776620,0.06680258
1929,0.03901806,-0.99923849
1930,0.98951918,0.14440170
1931,-0.24816802,0.96871698
1932,-0.93706506,-0.34915480
1933,0.44623101,-0.89491779
1934,0.84274733,0.53830934
1935,-0.62435848,0.78113794
1936,-0.71077967,-0.70341474
1937,0.77459264,-0.63246047
1938,0.54705769,0.83709490
1939,-0.89022160,0.45552772
1940,-0.35889578,-0.93337762
1941,0.96607971,-0.25824413
1942,0.15470012,0.98796147
1943,-0.99877793,0.04942341
1944,0.05640683,-0.99840784
1945,0.98685545,0.16160531
1946,-0.26499379,0.96425015
1947,-0.93084502,-0.36541429
1948,0.46174207,-0.88701421
1949,0.83324873,0.55289829
1950,-0.63786191,0.77015078
1951,-0.69842690,-0.71568137
1952,0.78548509,-0.61888057
1953,0.53240263,0.84649122
1954,-0.89801651,0.43996173
1955,-0.34259316,-0.93948388
1956,0.97042882,-0.24138749
1957,0.13747823,0.99050480
1958,-0.99948692,0.03202919
1959,0.07377858,-0.99727464
1960,0.98389268,0.17876002
1961,-0.28173932,0.95949101
1962,-0.92434281,-0.38156310
1963,0.47711328,-0.87884182
1964,0.82349759,0.56731969
1965,-0.65117210,0.75893015
1966,-0.68586248,-0.72773117
1967,0.79613960,-0.60511303
1968,0.51758623,0.85563105
1969,-0.90553933,0.42426234
1970,-0.32618666,-0.94530541
1971,0.97448385,-0.22445761
1972,0.12021461,0.99274790
1973,-0.99989307,0.01462518
1974,0.09112806,-0.99583918
1975,0.98063177,0.19586064
1976,-0.29839954,0.95444107
1977,-0.91756046,-0.39759633
1978,0.49233997,-0.87040299
1979,0.81349689,0.58156931
1980,-0.66428494,0.74747944
1981,-0.67309010,-0.73956048
1982,0.80655283,-0.59116203
1983,0.50261283,0.86451161
1984,-0.91278774,0.40843430
1985,-0.30968121,-0.95084047
1986,0.97824359,-0.20745964
1987,0.10291448,0.99469018
1988,-0.99999613,-0.00278334
1989,0.10844998,-0.99410188
1990,0.97707355,0.21290196
1991,-0.31496942,0.94910181
1992,-0.91049999,-0.41350913
1993,0.50741750,-0.86170036
1994,0.80324954,0.59564269
1995,-0.67719656,0.73580217
1996,-0.66011369,-0.75116569
1997,0.81672168,-0.57703179
1998,0.48748708,0.87313020
1999,-0.91975951,0.39248240
2000,-0.29308185,-0.95608735
2001,0.98170686,-0.19039871
2002,0.08558308,0.99633104
2003,-0.99979615,-0.02019109
2004,0.12573911,-0.99206334
2005,0.97321928,0.22987884
2006,-0.33144388,0.94347495
2007,-0.90316349,-0.42929670
2008,0.52234131,-0.85273653
2009,0.79275870,0.60953557
2010,-0.68990296,0.72390187
2011,-0.64693713,-0.76254332
2012,0.82664305,-0.56272662
2013,0.47221351,0.88148421
2014,-0.92645258,0.37641147
2015,-0.27639356,-0.96104455
2016,0.98487258,-0.17328002
2017,0.06822568,0.99766994
2018,-0.99929315,-0.03759279
2019,0.14299022,-0.98972410
2020,0.96906996,0.24678612
2021,-0.34781799,0.93756211
2022,-0.89555329,-0.44495422
2023,0.53710687,-0.84351420
2024,0.78202754,0.62324387
2025,-0.70240039,0.71178210
2026,-0.63356447,-0.77368987
2027,0.83631390,-0.54825085
2028,0.45679674,0.88957107
2029,-0.93286490,0.36022639
2030,-0.25962147,-0.96571046
2031,0.98773986,-0.15610872
2032,0.05084752,0.99870640
2033,-0.99848729,-0.05498318
2034,0.16019805,-0.98708487
2035,0.96462697,0.26361868
2036,-0.36408675,0.93136507
2037,-0.88767165,-0.46047693
2038,0.55170971,-0.83403617
2039,0.77105933,0.63676327
2040,-0.71468496,0.69944650
2041,-0.61999977,-0.78460199
2042,0.84573138,-0.53360885
2043,0.44124147,0.89738840
2044,-0.93899453,0.34393209
2045,-0.24277060,-0.97008371
2046,0.99030781,-0.13889003
2047,0.03345387,0.99944025
2048,-0.99737883,-0.07235698
2049,0.17735742,-0.98414654
2050,0.95989162,0.28037143
2051,-0.38024521,0.92488569
2052,-0.87952095,-0.47586018
2053,0.56614542,-0.82430536
2054,0.75985742,0.65008974
2055,-0.72675294,0.68689895
2056,-0.60624707,-0.79527634
2057,0.85489255,-0.51880509
2058,0.42555240,0.90493375
2059,-0.94483960,0.32753345
2060,-0.22584608,-0.97416300
2061,0.99257559,-0.12162919
2062,0.01605001,0.99987119
2063,-0.99596804,-0.08970892
2064,0.19446310,-0.98090982
2065,0.95486528,0.29703924
2066,-0.39628851,0.91812605
2067,-0.87110364,-0.49109927
2068,0.58040965,-0.81432468
2069,0.74842513,0.66321927
2070,-0.73860073,0.67414314
2071,-0.59231055,-0.80570978
2072,0.86379468,-0.50384402
2073,0.40973431,0.91220492
2074,-0.95039827,0.31103551
2075,-0.20885305,-0.97794706
2076,0.99454260,-0.10433140
2077,-0.00135879,0.99999911
2078,-0.99425536,-0.10703375
2079,0.21150991,-0.97737586
2080,0.94954950,0.31361714
2081,-0.41221178,0.91108805
2082,-0.86242223,-0.50618958
2083,0.59449792,-0.80409712
2084,0.73676598,0.67614782
2085,-0.75022477,0.66118288
2086,-0.57819444,-0.81589901
2087,0.87243503,-0.48873013
2088,0.39379194,0.91919959
2089,-0.95566899,0.29444319
2090,-0.19179663,-0.98143470
2091,0.99620813,-0.08700191
2092,-0.01876725,0.99982387
2093,-0.99224138,-0.12432621
2094,0.22849271,-0.97354561
2095,0.94394594,0.33010003
2096,-0.42801017,0.90377390
2097,-0.85347944,-0.52112651
2098,0.60840613,-0.79362583
2099,0.72488344,0.68887150
2100,-0.76162142,0.64802223
2101,-0.56390309,-0.82584095
2102,0.88081098,-0.47346810
2103,0.37773016,0.92591572
2104,-0.96065003,0.27776158
2105,-0.17468201,-0.98462492
2106,0.99757177,-0.06964598
2107,-0.03617010,0.99934566
2108,-0.98992664,-0.14158107
2109,0.24540631,-0.96942031
2110,0.93805629,0.34648296
2111,-0.44367892,0.89618582
2112,-0.84427792,-0.53590560
2113,0.62213004,-0.78291392
2114,0.71278119,0.70138645
2115,-0.77278727,0.63466513
2116,-0.54944074,-0.83553272
2117,0.88892001,-0.45806247
2118,0.36155382,0.93235123
2119,-0.96533996,0.26099569
2120,-0.15751438,-0.98751670
2121,0.99863303,-0.05226886
2122,-0.05356207,0.99856454
2123,-0.98731190,-0.15879309
2124,0.26224560,-0.96500117
2125,0.93188226,0.36276093
2126,-0.45921326,0.88832605
2127,-0.83482045,-0.55052227
2128,0.63566536,-0.77196473
2129,0.70046282,0.71368891
2130,-0.78371894,0.62111557
2131,-0.53481174,-0.84497124
2132,0.89675963,-0.44251794
2133,0.34526780,0.93850422
2134,-0.96973729,0.24415064
2135,-0.14029892,-0.99010921
2136,0.99939167,-0.03487583
2137,-0.07093787,0.99748075
2138,-0.98439783,-0.17595707
2139,0.27900550,-0.96028948
2140,0.92542577,0.37892902
2141,-0.47460845,0.88019705
2142,-0.82510996,-0.56497222
2143,0.64900815,-0.76078147
2144,0.68793207,0.72577506
2145,-0.79441315,0.60737771
2146,-0.52002066,-0.85415369
2147,0.90432751,-0.42683920
2148,0.32887709,0.94437271
2149,-0.97384077,0.22723150
2150,-0.12304087,-0.99240160
2151,0.99984735,-0.01747215
2152,-0.08829226,0.99609458
2153,-0.98118544,-0.19306777
2154,0.29568088,-0.95528674
2155,0.91868871,0.39498234
2156,-0.48985991,0.87180120
2157,-0.81514931,-0.57925093
2158,0.66215426,-0.74936759
2159,0.67519277,0.73764127
2160,-0.80486661,0.59345573
2161,-0.50507182,-0.86307728
2162,0.91162133,-0.41103104
2163,0.31238663,0.94995505
2164,-0.97764909,0.21024342
2165,-0.10574545,-0.99439323
2166,1.00000000,-0.00006310
2167,-0.10561995,0.99440658
2168,-0.97767562,-0.21012004
2169,0.31226674,-0.94999444
2170,0.91167319,0.41091600
2171,-0.50496292,0.86314106
2172,-0.80494153,-0.59335417
2173,0.67509973,-0.73772651
2174,0.66224879,0.74928403
2175,-0.81507617,0.57935381
2176,-0.48996988,-0.87173933
2177,0.91863889,-0.39509824
2178,0.29580140,0.95524943
2179,-0.98116106,0.19319154
2180,-0.08841790,-0.99608344
2181,0.99984956,0.01734604
2182,-0.12291571,0.99241710
2183,-0.97386944,-0.22710869
2184,0.32875800,-0.94441420
2185,0.90438133,0.42672518
2186,-0.51991296,0.85421926
2187,-0.79448974,-0.60727757
2188,0.68784058,-0.72586179
2189,0.64910400,0.76069969
2190,-0.82503873,0.56507617
2191,-0.47471938,-0.88013721
2192,0.92537796,-0.37904561
2193,0.27912647,0.96025437
2194,-0.98437566,0.17608105
2195,-0.07106348,-0.99747181
2196,0.99939603,0.03475000
2197,-0.14017428,0.99012685
2198,-0.96976805,-0.24402858
2199,0.34514970,-0.93854767
2200,0.89681530,0.44240510
2201,-0.53470546,0.84503847
2202,-0.78379709,-0.62101704
2203,0.70037305,-0.71377701
2204,0.63576245,0.77188480
2205,-0.83475125,0.55062723
2206,-0.45932487,-0.88826835
2207,0.93183666,-0.36287799
2208,0.26236683,0.96496820
2209,-0.98729193,0.15891708
2210,-0.05368744,-0.99855781
2211,0.99863958,0.05214351
2212,-0.15739045,0.98753643
2213,-0.96537268,-0.26087457
2214,0.36143687,-0.93239659
2215,0.88897747,0.45795098
2216,-0.54933596,0.83560157
2217,-0.77286679,-0.63456827
2218,0.71269327,-0.70147580
2219,0.62222809,0.78283602
2220,-0.84421080,0.53601134
2221,-0.44379109,-0.89613026
2222,0.93801290,-0.34660035
2223,0.24552760,0.96938962
2224,-0.98990893,0.14170489
2225,-0.03629506,-0.99934113
2226,0.99758047,0.06952129
2227,-0.17455898,0.98464674
2228,-0.96068472,-0.27764156
2229,0.37761453,-0.92596287
2230,0.88087004,0.47335812
2231,-0.56380004,0.82591134
2232,-0.76170224,-0.64792722
2233,0.72479755,-0.68896192
2234,0.60850507,0.79354995
2235,-0.85341448,0.52123284
2236,-0.42812273,-0.90372062
2237,0.94390488,-0.33021757
2238,0.22861387,0.97351718
2239,-0.99222594,0.12444966
2240,-0.01889160,-0.99982154
2241,0.99621898,0.08687806
2242,-0.19167466,0.98145854
2243,-0.95570552,-0.29432449
2244,0.39367780,-0.91924846
2245,0.87249565,0.48862186
2246,-0.57809323,0.81597072
2247,-0.75030673,-0.66108990
2248,0.73668218,-0.67623913
2249,0.59459758,0.80402344
2250,-0.86235952,0.50629634
2251,-0.41232455,-0.91103703
2252,0.94951069,-0.31373462
2253,0.21163078,0.97734970
2254,-0.99424213,0.10715664
2255,-0.00148233,-0.99999893
2256,0.99455547,0.10420858
2257,-0.20873234,0.97797281
2258,-0.95043665,-0.31091824
2259,0.40962183,-0.91225541
2260,0.86385673,0.50373757
2261,-0.59221131,0.80578274
2262,-0.73868376,-0.67405218
2263,0.74834353,-0.66331136
2264,0.58050978,0.81425327
2265,-0.87104326,0.49120632
2266,-0.39640129,-0.91807735
2267,0.95482880,-0.29715648
2268,0.19458346,0.98088598
2269,-0.99595702,0.08983107
2270,0.01592746,-0.99987316
2271,0.99259049,0.12150759
2272,-0.22572681,0.97419065
2273,-0.94487965,-0.32741785
2274,0.42544174,-0.90498579
2275,0.85495597,0.51870060
2276,-0.60614991,0.79535043
2277,-0.72683680,-0.68681020
2278,0.75977814,-0.65018243
2279,0.56624591,0.82423633
2280,-0.87946296,0.47596735
2281,-0.38035783,-0.92483938
2282,0.95985746,-0.28048822
2283,0.17747709,0.98412496
2284,-0.99737000,0.07247818
2285,0.03333249,-0.99944431
2286,0.99032468,0.13876984
2287,-0.24265294,0.97011316
2288,-0.93903619,-0.34381828
2289,0.44113278,-0.89744186
2290,0.84579599,0.53350651
2291,-0.61990488,0.78467697
2292,-0.71476948,-0.69936013
2293,0.77098244,-0.63685638
2294,0.55181038,0.83396959
2295,-0.88761610,0.46058401
2296,-0.36419898,-0.93132114
2297,0.96459520,-0.26373485
2298,0.16031685,0.98706561
2299,-0.99848068,0.05510326
2300,0.05072750,-0.99871254
2301,0.98775864,0.15599011
2302,-0.25950560,0.96574163
2303,-0.93290812,-0.36011454
2304,0.45669016,-0.88962579
2305,0.83637953,0.54815078
2306,-0.63347197,0.77376568
2307,-0.70248544,-0.71169811
2308,0.78195310,-0.62333727
2309,0.53720754,0.84345007
2310,-0.89550024,0.44506100
2311,-0.34792969,-0.93752062
2312,0.96904057,-0.24690148
2313,0.14310794,0.98970711
2314,-0.99928868,0.03771155
2315,0.06810721,-0.99767798
2316,0.98489314,0.17316316
2317,-0.27627963,0.96107727
2318,-0.92649716,-0.37630174
2319,0.47210917,-0.88154006
2320,0.82670957,0.56262892
2321,-0.64684707,0.76261973
2322,-0.68998843,-0.72382039
2323,0.79268682,-0.60962909
2324,0.52244174,0.85267496
2325,-0.90311301,0.42940301
2326,-0.33155483,-0.94343597
2327,0.97319221,-0.22999319
2328,0.12585557,0.99204856
2329,-0.99979377,0.02030834
2330,0.08546635,-0.99634105
2331,0.98172915,0.19028379
2332,-0.29297003,0.95612162
2333,-0.91980535,-0.39237493
2334,0.48738515,-0.87318712
2335,0.81678897,0.57693654
2336,-0.66002619,0.75124258
2337,-0.67728221,-0.73572332
2338,0.80318028,-0.59573609
2339,0.50751758,0.86164141
2340,-0.91045201,0.41361478
2341,-0.31507942,-0.94906533
2342,0.97704893,-0.21301511
2343,0.10856497,0.99408937
2344,-0.99999583,0.00289889
2345,0.10279965,-0.99470210
2346,0.97826749,0.20734683
2347,-0.30957168,0.95087612
2348,-0.91283470,-0.40832925
2349,0.50251347,-0.86456937
2350,0.80662072,0.59106940
2351,-0.67300528,0.73963767
2352,-0.66437060,-0.74740332
2353,0.81343031,-0.58166242
2354,0.49243948,0.87034667
2355,-0.91751504,0.39770111
2356,-0.29850844,-0.95440698
2357,0.98060942,-0.19597238
2358,0.09124140,0.99582881
2359,-0.99989468,-0.01451150
2360,0.12010188,-0.99276155
2361,0.97450930,0.22434708
2362,-0.32607955,0.94534236
2363,-0.90558732,-0.42415985
2364,0.51748949,-0.85568959
2365,0.79620790,0.60502315
2366,-0.68578041,0.72780854
2367,-0.65125757,-0.75885677
2368,0.82343382,-0.56741238
2369,0.47721201,0.87878817
2370,-0.92429996,0.38166681
2371,-0.28184685,-0.95945942
2372,0.98387271,-0.17887017
2373,0.07389009,0.99726641
2374,-0.99949050,-0.03191758
2375,0.13736776,-0.99052012
2376,0.97045571,0.24127939
2377,-0.34248865,0.93952197
2378,-0.89806539,-0.43986195
2379,0.53230876,-0.84655029
2380,0.78555369,0.61879355
2381,-0.69834769,0.71575868
2382,-0.63794702,-0.77008027
2383,0.83318770,-0.55299026
2384,0.46183985,0.88696331
2385,-0.93080479,0.36551675
2386,-0.26509979,-0.96422100
2387,0.98683774,-0.16171366
2388,0.05651630,0.99840170
2389,-0.99878335,-0.04931405
2390,0.15459208,-0.98797840
2391,0.96610790,0.25813866
2392,-0.35879400,0.93341678
2393,-0.89027119,-0.45543081
2394,0.54696667,-0.83715439
2395,0.77466130,0.63237637
2396,-0.71070337,0.70349181
2397,-0.62444305,-0.78107035
2398,0.84268916,-0.53840041
2399,0.44632763,0.89486963
2400,-0.93702739,0.34925583
2401,-0.24827230,-0.96869028
2402,0.98950362,-0.14450806
2403,0.03912531,0.99923432
2404,-0.99777335,-0.06669565
2405,0.17176962,-0.98513716
2406,0.96146721,0.27491972
2407,-0.37499067,0.92702860
2408,-0.88220710,-0.47086164
2409,0.56145889,-0.82750463
2410,0.76353401,0.64576763
2411,-0.72284365,0.69101161
2412,-0.61074978,-0.79182369
2413,0.85193509,-0.52364737
2414,0.43068001,0.90250468
2415,-0.94296604,0.33288893
2416,-0.23136945,-0.97286594
2417,0.99186957,-0.12725858
2418,0.02172238,0.99976403
2419,-0.99646091,-0.08405712
2420,0.18889515,-0.98199725
2421,0.95653498,0.29161751
2422,-0.39107370,0.92035937
2423,-0.87387550,-0.48614982
2424,0.57578093,-0.81760401
2425,0.75217521,0.65896314
2426,-0.73476487,0.67832190
2427,-0.59687126,-0.80233705
2428,0.86092287,-0.50873548
2429,0.41490176,0.90986621
2430,-0.94861883,0.31642109
2431,-0.21439640,-0.97674674
2432,0.99393487,-0.10997044
2433,0.00431279,0.99999070
2434,-0.99484640,-0.10139316
2435,0.20596351,-0.97855967
2436,0.95131284,0.30822700
2437,-0.40703830,0.91341108
2438,-0.86527896,-0.50129068
2439,0.58992845,-0.80745548
2440,0.74058837,0.67195898
2441,-0.74646336,0.66542649
2442,-0.58281171,-0.81260723
2443,0.86964971,-0.49366930
2444,0.39899769,0.91695195
2445,-0.95398408,0.29985723
2446,-0.19735830,-0.98033142
2447,0.99569887,-0.09264890
2448,-0.01309818,0.99991423
2449,-0.99293035,-0.11869856
2450,0.22296949,-0.97482544
2451,0.94580227,0.32474312
2452,-0.42287955,0.90618593
2453,-0.85642010,-0.51627964
2454,0.60389727,-0.79706216
2455,0.72877699,0.68475115
2456,-0.75793564,0.65232933
2457,-0.56857544,-0.82263112
2458,0.87811291,-0.47845343
2459,0.38297260,0.92375970
2460,-0.95906019,0.28320238
2461,-0.18026027,-0.98361897
2462,0.99716097,-0.07529919
2463,-0.03050526,0.99953461
2464,-0.99071324,-0.13596804
2465,0.23990795,-0.97079563
2466,0.94000494,0.34116083
2467,-0.43859267,0.89868599
2468,-0.84730154,-0.53111213
2469,0.61768305,-0.78642714
2470,0.71674460,0.69733578
2471,-0.76917821,0.63903433
2472,-0.55416679,-0.83240569
2473,0.88630998,-0.46309242
2474,0.36683133,0.93028748
2475,-0.96384555,0.26646164
2476,-0.16310753,-0.98660833
2477,0.99832082,-0.05792658
2478,-0.04790316,0.99885195
2479,-0.98819578,-0.15319638
2480,0.25677377,-0.96647155
2481,0.93392265,0.35747522
2482,-0.45417288,0.89091355
2483,-0.83792609,-0.54578370
2484,0.63128167,-0.77555364
2485,0.70449483,0.70970911
2486,-0.78018761,0.62554556
2487,-0.53959000,-0.84192789
2488,0.89423841,-0.44759095
2489,0.35057878,0.93653327
2490,-0.96833873,0.24964003
2491,-0.14590527,-0.98929858
2492,0.99917805,-0.04053633
2493,-0.06528662,0.99786657
2494,-0.98537874,-0.17037834
2495,0.27356181,-0.96185440
2496,0.92755717,0.37368131
2497,-0.46961549,0.88287103
2498,-0.82829660,-0.56028992
2499,0.64468890,-0.76444501
2500,0.69203150,0.72186726
2501,-0.79096061,0.61186707
2502,-0.52484965,-0.85119498
2503,0.90189576,-0.43195376
2504,0.33421987,0.94249511
2505,-0.97253835,0.23274267
2506,-0.12865870,-0.99168891
2507,0.99973238,-0.02313372
2508,-0.08265036,0.99657863
2509,-0.98226291,-0.18750875
2510,0.29026699,-0.95694572
2511,0.92091048,0.38977417
2512,-0.48491579,0.87456083
2513,-0.81841594,-0.57462627
2514,0.65790081,-0.75310457
2515,0.67935830,0.73380673
2516,-0.80149382,0.59800309
2517,-0.50995004,-0.86020398
2518,0.90927970,-0.41618550
2519,0.31775957,0.94817132
2520,-0.97644317,0.21577469
2521,-0.11137305,-0.99377865
2522,0.99998361,-0.00572402
2523,-0.09998912,0.99498850
2524,-0.97884935,-0.20458236
2525,0.30688423,-0.95174682
2526,0.91398460,0.40574893
2527,-0.50006920,0.86598545
2528,-0.80828714,-0.58878851
2529,0.67091328,-0.74153578
2530,0.66647911,0.74552369
2531,-0.81178409,0.58395773
2532,-0.49489585,-0.86895227
2533,0.91638803,-0.40029103
2534,0.30120289,0.95356005
2535,-0.98005199,0.19874120
2536,-0.09405357,-0.99556714
2537,0.99993169,0.01168749
2538,-0.11729765,0.99309683
2539,-0.97513902,-0.22159404
2540,0.32340854,-0.94625944
2541,0.90678155,0.42160079
2542,-0.51507103,0.85714751
2543,-0.79791325,-0.60277230
2544,0.68372244,-0.72974217
2545,0.65339780,0.75701475
2546,-0.82182831,0.56973523
2547,-0.47969151,-0.87743723
2548,0.92321861,-0.38427514
2549,0.28455481,0.95865977
2550,-0.98336375,0.18164739
2551,-0.07670549,-0.99705380
2552,0.99957663,0.02909554
2553,-0.13457069,0.99090397
2554,-0.97113299,-0.23853861
2555,0.33983484,-0.94048512
2556,0.89930362,0.43732488
2557,-0.52991676,0.84804964
2558,-0.78729737,-0.61657345
2559,0.69632441,-0.71772718
2560,0.64011830,0.76827633
2561,-0.83162344,0.55533999
2562,-0.46434170,-0.88565612
2563,0.92976934,-0.36814269
2564,0.26782039,0.96346885
2565,-0.98637736,0.16449845
2566,-0.05933408,-0.99823821
2567,0.99891853,0.04649483
2568,-0.15180300,0.98841077
2569,-0.96683258,-0.25541094
2570,0.35615823,-0.93442565
2571,0.89155298,0.45291644
2572,-0.54460192,0.83869469
2573,-0.77644283,-0.63018769
2574,0.70871526,-0.70549464
2575,0.62664473,0.77930504
2576,-0.84116644,0.54077631
2577,-0.44885102,-0.89360660
2578,0.93603814,-0.35189855
2579,0.25100470,0.96798587
2580,-0.98909193,0.14729954
2581,-0.04194462,-0.99911994
2582,0.99795759,0.06388011
2583,-0.16898936,0.98561788
2584,-0.96223903,-0.27220589
2585,0.37237367,-0.92808288
2586,0.88353199,0.46837077
2587,-0.55912203,0.82908541
2588,-0.76535279,-0.64361095
2589,0.72089136,-0.69304812
2590,0.61298114,0.79009753
2591,-0.85045451,0.52604860
2592,-0.43322423,-0.90128618
2593,0.94202322,-0.33554763
2594,0.23411284,0.97220945
2595,-0.99150664,0.13005592
2596,-0.02454235,-0.99969882
2597,0.99669409,0.08124610
2598,-0.18612458,0.98252618
2599,-0.95735371,-0.28891841
2600,0.38847631,-0.92145872
2601,0.87524319,0.48368317
2602,-0.57347268,0.81922472
2603,-0.75403070,-0.65683913
2604,0.73284888,-0.68039143
2605,0.59913158,0.80065054
2606,-0.85948479,0.51116139
2607,-0.41746601,-0.90869254
2608,0.94772273,-0.31909493
2609,0.21714993,0.97613823
2610,-0.99362081,0.11277279
2611,-0.00713258,-0.99997455
2612,0.99512839,0.09858753
2613,-0.20320342,0.97913653
2614,-0.95217812,-0.30554339
2615,0.40446123,-0.91455513
2616,0.86668891,0.49884900
2617,-0.58764952,0.80911559
2618,-0.74247998,-0.66986829
2619,0.74458432,-0.66752839
2620,0.58510035,0.81096089
2621,-0.86825448,0.49611908
2622,-0.40158114,-0.91582346
2623,0.95313495,-0.30254543
2624,0.20012110,0.97977120
2625,-0.99543369,0.09545539
2626,0.01027944,-0.99994719
2627,0.99326098,0.11589915
2628,-0.22022074,0.97545004
2629,-0.94671386,-0.32207584
2630,0.42032361,-0.90737426
2631,0.85787189,0.51386362
2632,-0.60164827,0.79876113
2633,-0.73070407,-0.68269438
2634,0.75609410,-0.65446293
2635,0.57089168,0.82102537
2636,-0.87676102,0.48092633
2637,-0.38557449,-0.92267674
2638,0.95825821,-0.28590411
2639,0.18303154,0.98310703
2640,-0.99694484,0.07810898
2641,0.02768841,-0.99961662
2642,0.99109244,0.13317570
2643,-0.23717138,0.97146785
2644,-0.94096255,-0.33851069
2645,0.43605861,-0.89991826
2646,0.84879470,0.52872258
2647,-0.61546469,0.78816444
2648,-0.71870655,-0.69531351
2649,0.76737463,-0.64119899
2650,0.55650985,0.83084100
2651,-0.88500178,0.46558771
2652,-0.36945084,-0.92925030
2653,0.96309102,-0.26917604
2654,0.16588642,0.98614484
2655,-0.99815369,0.06073882
2656,0.04508907,-0.99898297
2657,0.98862338,0.15041195
2658,-0.25405017,0.96719104
2659,-0.93492591,-0.35484299
2660,0.45166147,-0.89218938
2661,0.83946013,0.54342127
2662,-0.62909460,0.77732879
2663,-0.70649111,-0.70772189
2664,0.77842259,-0.62774062
2665,0.54195929,0.84040475
2666,-0.89297420,0.45010784
2667,-0.35321510,-0.93554211
2668,0.96763176,-0.25236630
2669,0.14869091,0.98888373
2670,-0.99905992,0.04335016
2671,0.06247613,-0.99804646
2672,0.98585463,0.16760267
2673,-0.27085203,0.96262097
2674,-0.92860579,-0.37106776
2675,0.46712747,-0.88418996
2676,0.82987106,0.55795521
2677,-0.64253378,0.76625735
2678,-0.69406140,-0.71991581
2679,0.78923458,-0.61409181
2680,0.52724427,0.84971374
2681,-0.90067595,0.43449146
2682,-0.33687222,-0.94155037
2683,0.97187918,-0.23547995
